CIK,IRS_NUMBER,CONFORMED_NAME,MinOfFILING_DATE,FORMER_CONFORMED_NAME,FORMER_NAME_CHANGED,ASSIGNED_SIC,I_COUNTRY,I_STPR,B_STREET,B_STREET1,B_STREET2,B_CITY,B_STPR,B_POSTAL,B_COUNTRY,B_PHONE,M_STREET,M_STREET1,M_STREET2,M_CITY,M_STPR,M_POSTAL,M_COUNTRY
"21319,60634693,""COBURN & MEREDITH, INC."",20100304,COBURN & MEREDITH INC                                   /BD,20020603,,US,CT,1 OLD MILL LANE 225 ASYLUM STREET 15TH FL,1 OLD MILL LANE,225 ASYLUM STREET 15TH FL,SIMSBURY,CT,6070,US,860-522-7171,1 OLD MILL LANE 225 ASYLUM STREET 15TH FL,1 OLD MILL LANE,225 ASYLUM STREET 15TH FL,SIMSBURY,CT,6070,US"
21344,580628465,COCA COLA CO,20080630,,,2080,US,DE,ONE COCA COLA PLAZA ,ONE COCA COLA PLAZA,,ATLANTA,GA,30313,US,404-676-2121,ONE COCA COLA PLAZA ,ONE COCA COLA PLAZA,,ATLANTA,GA,30313,US
"21438,208058881,""THINKENGINE NETWORKS, INC."",20080605,COGNITRONICS CORP,19920703,3661,,,100 NICKERSON ROAD ,100 NICKERSON ROAD,,MARLBOROUGH,MA,1752,US,5086247600,100 NICKERSON ROAD ,100 NICKERSON ROAD,,MARLBOROUGH,MA,1752,US"
21510,941622541,COHERENT INC,20080609,COHERENT RADIATION,19770604,3826,US,DE,5100 PATRICK HENRY DR ,5100 PATRICK HENRY DR,,SANTA CLARA,CA,95054,US,4087644000,5100 PATRICK HENRY DRIVE MAIL STOP P38,5100 PATRICK HENRY DRIVE,MAIL STOP P38,SANTA CLARA,CA,95054,US
21535,951934119,COHU INC,20080620,COHU ELECTRONICS INC,19720809,3825,US,DE,12367 CROSTHWAITE CIRCLE ,12367 CROSTHWAITE CIRCLE,,POWAY,CA,92064-6817,US,858-848-8100,12367 CROSTHWAITE CIRCLE ,12367 CROSTHWAITE CIRCLE,,POWAY,CA,92064-6817,US
21610,60768904,RANGER INDUSTRIES INC,20131002,COLECO INDUSTRIES INC,19900102,9995,US,CT,3400 82ND WAY NORTH 3400 82ND WAY NORTH,3400 82ND WAY NORTH,3400 82ND WAY NORTH,ST. PETERSBURG,FL,33710,US,8607261208,ONE REGENCY DRIVE C/O SASS LAMLE RUBIN & CO,ONE REGENCY DRIVE,C/O SASS LAMLE RUBIN & CO,BLOOMFIELD,CT,6002,US
21627,133639257,COLEMAN CO INC,20090427,COLEMAN LAMP & STOVE CO,19730525,3634,US,DE,2111 E 37TH STREET NORTH SUITE 300,2111 E 37TH STREET NORTH,SUITE 300,WICHITA,KS,-67219,US,(316)-832-,2111 E 37TH STREET NORTH SUITE 300,2111 E 37TH STREET NORTH,SUITE 300,WICHITA,KS,-67219,US
21665,131815595,COLGATE PALMOLIVE CO,20140425,,,2844,US,DE,300 PARK AVE ,300 PARK AVE,,NEW YORK,NY,10022,US,2123102000,300 PARK AVE ,300 PARK AVE,,NEW YORK,NY,10022,US
"21746,680434424,""COLLINS & COMPANY, LLC"",20140320,COLLINS & CO LLC                                        /BD,20020522,,US,CA,2 BELVEDERE PLACE SUITE 350,2 BELVEDERE PLACE,SUITE 350,MILL VALLEY,CA,94941,US,415 925-4000,2 BELVEDERE PLACE SUITE 350,2 BELVEDERE PLACE,SUITE 350,MILL VALLEY,CA,94941,US"
"21828,112037182,""CCOM GROUP, INC."",20120814,COLONIAL COMMERCIAL CORP,19920703,5070,US,NY,275 WAGARAW ROAD ,275 WAGARAW ROAD,,HAWTHORNE,NJ,7506,US,973-427-8224,275 WAGARAW ROAD ,275 WAGARAW ROAD,,HAWTHORNE,NJ,7506,US"
"21879,132745786,""COLONIAL SECURITIES, INC."",20140320,COLONIAL SECURITIES INC                                 /BD,20020516,,US,NJ,41 ELIZABETH STREET SUITE 403,41 ELIZABETH STREET,SUITE 403,NEW YORK,NY,10013,US,212-587-3970,41 ELIZABETH STREET SUITE 403,41 ELIZABETH STREET,SUITE 403,NEW YORK,NY,10013,US"
22198,314154203,COLUMBUS SOUTHERN POWER CO /OH/,20080701,COLUMBUS & SOUTHERN OHIO ELECTRIC CO,19871115,4911,US,OH,1 RIVERSIDE PLAZA ,1 RIVERSIDE PLAZA,,COLUMBUS,OH,43215,US,614-716-1000,1 RIVERSIDE PLAZA ,1 RIVERSIDE PLAZA,,COLUMBUS,OH,43215,US
22252,952088894,COMARCO INC,20080605,,,3663,US,CA,25541 COMMERCENTRE DRIVE .,25541 COMMERCENTRE DRIVE,.,LAKE FOREST,CA,92630,US,949-599-7400,25541 COMMERCENTRE DRIVE .,25541 COMMERCENTRE DRIVE,.,LAKE FOREST,CA,92630,US
22356,430889454,COMMERCE BANCSHARES INC /MO/,20080624,,,6022,US,MO,1000 WALNUT ,1000 WALNUT,,KANSAS CITY,MO,64106,US,8162342000,P O BOX 419248 ,P O BOX 419248,,KANSAS CITY,MO,64141-6248,US
22370,746035056,JOHN HANCOCK INVESTMENT TRUST,20110225,HANCOCK JOHN INVESTMENT TRUST /MA/,19950131,,US,MA,601 CONGRESS STREET ,601 CONGRESS STREET,,BOSTON,MA,2210,US,617-663-3000,C/O JOHN HANCOCK FUNDS 601 CONGRESS STREET,C/O JOHN HANCOCK FUNDS,601 CONGRESS STREET,BOSTON,MA,2210,US
22382,742201318,COMMERCE SECURITIES CORPORATION,20090603,COMMERCE SECURITIES CORP                                /BD,20000101,,US,TX,710 NO. POST OAK RD. SUITE 400,710 NO. POST OAK RD.,SUITE 400,HOUSTON,TX,77024,US,713-613-2914,710 NO. POST OAK RD. SUITE 400,710 NO. POST OAK RD.,SUITE 400,HOUSTON,TX,77024,US
22428,952574231,COMMERCIAL INTERNATIONAL CORP,20131126,,,2030,US,DE,1950 SAWTELLE BLVD STE 300 ,1950 SAWTELLE BLVD STE 300,,LOS ANGELES,CA,90025,US,3104770466, ,,,,,,
"22444,750725338,COMMERCIAL METALS CO,20080618,,,3312,US,DE,""6565 N. MACARTHUR BLVD., SUITE 800 P O BOX 1046"",""6565 N. MACARTHUR BLVD., SUITE 800"",P O BOX 1046,IRVING,TX,75039,US,2146894300,""6565 N. MACARTHUR BLVD., SUITE 800 PO BOX 1046"",""6565 N. MACARTHUR BLVD., SUITE 800"",PO BOX 1046,IRVING,TX,75039,US"
22551,941585250,TRI VALLEY CORP,20120405,TRI VALLEY OIL & GAS CORP,19870328,1311,US,DE,4927 CALLOWAY DR ,4927 CALLOWAY DR,,BAKERSFIELD,CA,93312,US,6618640500,4927 CALLOWAY DR ,4927 CALLOWAY DR,,BAKERSFIELD,CA,93312,US
22606,360938600,COMMONWEALTH EDISON CO,20080610,,,4911,US,IL,ONE FIRST NATIONAL PLZ 37TH FL P O BOX 767,ONE FIRST NATIONAL PLZ 37TH FL,P O BOX 767,CHICAGO,IL,60690,US,3123944321,10 SOUTH DEARBORN STREET 37TH FLOOR,10 SOUTH DEARBORN STREET,37TH FLOOR,CHICAGO,IL,606900767,US
22626,370858793,COMMONWEALTH INDUSTRIES CORP,20130703,,,6311,US,DE,PO BOX 5147 PO BOX 5147,PO BOX 5147,PO BOX 5147,SPRINGFIELD,IL,62705,US,2177864300,5250 S 6TH STREET RD ,5250 S 6TH STREET RD,,SPRINGFIELD,IL,62705,US
22657,540859081,LOWE BROCKENBROUGH & CO INC,20090223,LOWE BROCKENBROUGH & TATTERSALL INC,19960403,,US,VA,1802 BAYBERRY COURT SUITE 400,1802 BAYBERRY COURT,SUITE 400,RICHMOND,VA,23226,US,8042880404,1802 BAYBERRY COURT SUITE 400,1802 BAYBERRY COURT,SUITE 400,RICHMOND,VA,23226,US
22701,410957999,COMMUNICATIONS SYSTEMS INC,20120510,,,3661,US,MN,10900 RED CIRCLE DRIVE ,10900 RED CIRCLE DRIVE,,MINNETONKA,MN,55343,US,9529961674,10900 RED CIRCLE DRIVE ,10900 RED CIRCLE DRIVE,,MINNETONKA,MN,55343,US
22767,750204070,TEXAS NEW MEXICO POWER CO,20080812,COMMUNITY PUBLIC SERVICE CO,19810617,4911,US,TX,4100 INTERNATIONAL PLZ PO BOX 2943,4100 INTERNATIONAL PLZ,PO BOX 2943,FORT WORTH,TX,76113,US,8177310099,4100 INTERNATIONAL PLAZA PO BOX 2943,4100 INTERNATIONAL PLAZA,PO BOX 2943,FORT WORTH,TX,76113,US
22788,381858387,COMP U CHECK INC,20130625,,,9995,US,MI,12750 MERIT DR STE 300 ,12750 MERIT DR STE 300,,DALLAS,TX,75251,US,2147881069, ,,,,,,
"22872,952594724,""ADVANZEON SOLUTIONS, INC."",20140116,COMPREHENSIVE CARE CORP,19920703,6324,US,DE,3405 W. DR. MARTIN LUTHER KING JR. BLVD. SUITE 101,3405 W. DR. MARTIN LUTHER KING JR. BLVD.,SUITE 101,TAMPA,FL,33607,US,813-288-4808,3405 W. DR. MARTIN LUTHER KING JR. BLVD. SUITE 101,3405 W. DR. MARTIN LUTHER KING JR. BLVD.,SUITE 101,TAMPA,FL,33607,US"
22962,952498419,COMPUTER AUTOMATION INC,20130625,,,3661,US,DE,1819 FIRMAN DR STE 101 ,1819 FIRMAN DR STE 101,,RICHARDSON,TX,75081,US,2146809913, ,,,,,,
23019,132638902,COMPUTER HORIZONS CORP,20080814,,,7373,US,NY,49 OLD BLOOMFIELD AVE ,49 OLD BLOOMFIELD AVE,,MOUNTAIN LAKES,NJ,07046-1495,US,9732994000,49 0LD BLOOMFIELD AVE ,49 0LD BLOOMFIELD AVE,,MOUNTAIN LAKES,NJ,07046-1495,US
23082,952043126,COMPUTER SCIENCES CORP,20080630,,,7373,US,NV,3170 FAIRVIEW PARK DRIVE ,3170 FAIRVIEW PARK DRIVE,,FALLS CHURCH,VA,22042,US,7038761000,3170 FAIRVIEW PARK DRIVE ,3170 FAIRVIEW PARK DRIVE,,FALLS CHURCH,VA,22042,US
23111,160912632,COMPUTER TASK GROUP INC,20080625,MARKS BAER INC,19690128,7371,US,NY,800 DELAWARE AVE ,800 DELAWARE AVE,,BUFFALO,NY,14209,US,7168828000,800 DELAWARE AVE ,800 DELAWARE AVE,,BUFFALO,NY,14209,US
23120,221842747,COMPUTER TRANSCEIVER SYSTEMS INC,20130916,PORTRONIC TERMINALS INC,19680920,9995,US,NY,23 CAROL ST ,23 CAROL ST,,CLIFTON,NJ,7014,US,2014734700,23 CAROL STREET ,23 CAROL STREET,,CLIFTON,NJ,7014,US
23194,941667468,COMSTOCK RESOURCES INC,20080722,COMSTOCK TUNNEL & DRAINAGE CO,19880121,1311,US,NV,5300 TOWN AND COUNTRY BLVD STE 500,5300 TOWN AND COUNTRY BLVD,STE 500,FRISCO,TX,75034,US,9726688800,5300 TOWN AND COUNTRY BLVD STE 500,5300 TOWN AND COUNTRY BLVD,STE 500,FRISCO,TX,75034,US
23197,112139466,COMTECH TELECOMMUNICATIONS CORP /DE/,20080604,COMTECH INC,19870503,3663,US,DE,68 SOUTH SERVICE ROAD SUITE 230,68 SOUTH SERVICE ROAD,SUITE 230,MELVILLE,NY,11747,US,6319627000,68 SOUTH SERVICE ROAD SUITE 230,68 SOUTH SERVICE ROAD,SUITE 230,MELVILLE,NY,11747,US
23217,470248710,CONAGRA FOODS INC /DE/,20100722,CONAGRA INC /DE/,19920703,2000,US,DE,ONE CONAGRA DR ,ONE CONAGRA DR,,OMAHA,NE,68102,US,4022404000,ONE CONAGRA DRIVE ,ONE CONAGRA DRIVE,,OMAHA,NE,68102,US
23341,20398678,CONGOLEUM CORP,20080612,BATH INDUSTRIES INC,19750528,3089,US,DE,3500 QUAKERBRIDGE RD PO BOX 3127,3500 QUAKERBRIDGE RD,PO BOX 3127,MERCERVILLE,NJ,08619-0127,US,6095843000,3500 QUAKERBRIDGE RD PO BOX 3127,3500 QUAKERBRIDGE RD,PO BOX 3127,MERCERVILLE,NJ,08619-0127,US
23355,0,FIDELITY CONGRESS STREET FUND,20130508,CONGRESS STREET FUND INC,19810620,,US,MA,245 SUMMER STREET ,245 SUMMER STREET,,BOSTON,MA,2210,US,617-563-7000,245 SUMMER STREET ,245 SUMMER STREET,,BOSTON,MA,2210,US
"23419,0,CONNECTICUT GENERAL LIFE INSURANCE CO,20101217,,,,US,CT,""900 COTTAGE GROVE ROAD, A4COL "",""900 COTTAGE GROVE ROAD, A4COL"",,BLOOMFIELD,CT,6002,US,860-226-6000,""900 COTTAGE GROVE ROAD, A4COL "",""900 COTTAGE GROVE ROAD, A4COL"",,BLOOMFIELD,CT,6002,US"
23426,60303850,CONNECTICUT LIGHT & POWER CO,20110802,,,4911,US,CT,SELDEN STREET ,SELDEN STREET,,BERLIN,CT,06037-1616,US,(860)665-500,107 SELDEN STREET ,107 SELDEN STREET,,BERLIN,CT,6037,US
"23478,310620439,""CONNERS & CO., INC."",20090917,CONNERS & CO INC                                        /BD,20000101,,US,OH,1 WEST FOURTH STREET SUITE 2800,1 WEST FOURTH STREET,SUITE 2800,CINCINNATI,OH,45202-3843,US,(513) 421-06,1 WEST FOURTH STREET SUITE 2800,1 WEST FOURTH STREET,SUITE 2800,CINCINNATI,OH,45202-3843,US"
23503,520853566,CONOLOG CORP,20080619,DSI SYSTEMS INC,19751218,3679,US,DE,5 COLUMBIA RD ,5 COLUMBIA RD,,SOMERVILLE,NJ,8876,US,9087228081,5 C0LUMBIA ROAD ,5 C0LUMBIA ROAD,,SOMERVILLE,NJ,08876-3588,US
23607,132566594,CONSOLIDATION COAL CO,20100921,,,,US,DE,C/O CONSOL ENERGY INC 1800 WASHINGTON RD,C/O CONSOL ENERGY INC,1800 WASHINGTON RD,PITTSBURGH,PA,15241-1241,US,4128314000,C/O CONSOL ENERGY INC 1800 WASHINGTON RD,C/O CONSOL ENERGY INC,1800 WASHINGTON RD,PITTSBURGH,PA,15241-1241,US
23632,135009340,CONSOLIDATED EDISON CO OF NEW YORK INC,20080616,,,4931,US,NY,4 IRVING PL ,4 IRVING PL,,NEW YORK,NY,10003,US,2124604600, ,,,,,,
23666,362089049,HILLSHIRE BRANDS CO,20130823,SARA LEE CORP,20061129,2000,US,MD,400 SOUTH JEFFERSON STREET ,400 SOUTH JEFFERSON STREET,,CHICAGO,IL,60607,US,3126146000,400 SOUTH JEFFERSON STREET ,400 SOUTH JEFFERSON STREET,,CHICAGO,IL,60607,US
"23675,941444798,CON-WAY INC.,20110506,CNF INC,20010510,4213,US,DE,""2211 OLD EARHART ROAD, SUITE 300 "",""2211 OLD EARHART ROAD, SUITE 300"",,ANN ARBOR,MI,48105,US,7349946600,1717 NW 21ST AVE ,1717 NW 21ST AVE,,PORTLAND,OR,97209,US"
"23778,200987069,""CONVERGENCE ETHANOL, INC."",20121218,MEMS USA INC,20040204,2860,,,3800 HOWARD HUGHES PARKWAY SUITE 500,3800 HOWARD HUGHES PARKWAY,SUITE 500,LAS VEGAS,NV,89169,US,310-291-5687,3800 HOWARD HUGHES PARKWAY SUITE 500,3800 HOWARD HUGHES PARKWAY,SUITE 500,LAS VEGAS,NV,89169,US"
"23795,590483700,CONSOLIDATED TOMOKA LAND CO,20080718,,,6500,US,FL,""1530 CORNERSTONE BLVD., STE. 100 "",""1530 CORNERSTONE BLVD., STE. 100"",,DAYTONA BEACH,FL,32117,US,386-274-2202,PO BOX 10809 ,PO BOX 10809,,DAYTONA BEACH,FL,32120-0809,US"
23968,360947200,CONTINENTAL ASSURANCE CO,20090217,,,,US,IL,CNA 333 S. WABASH,CNA,333 S. WABASH,CHICAGO,IL,60604,US,3128225000,CNA 333 S. WABASH,CNA,333 S. WABASH,CHICAGO,IL,60604,US
23971,360947200,CONTINENTAL ASSURANCE CO SEPARATE ACCOUNT B,20090227,,,,,,333 SOUTH. WABASH AVENUE ,333 SOUTH. WABASH AVENUE,,CHICAGO,IL,60604,US,3128224921,333 SOUTH. WABASH AVENUE ,333 SOUTH. WABASH AVENUE,,CHICAGO,IL,60604,US
23997,362114545,CONTINENTAL CASUALTY CO,20090217,,,,US,IL,CNA 333 S. WABASH,CNA,333 S. WABASH,CHICAGO,IL,60604,US,3128225000,CNA 333 S. WABASH,CNA,333 S. WABASH,CHICAGO,IL,60604,US
24011,132610607,CONTINENTAL CORP,20131115,,,6331,US,NY,333 S. WABASH ,333 S. WABASH,,CHICAGO,IL,60604,US,312822500,333 S. WABASH ,333 S. WABASH,,CHICAGO,IL,60604,US
24055,751449332,CONTINENTAL HERITAGE CORP,20130910,,,6500,US,DE,7674 W LAKE MEAD BLVD STE 150 ,7674 W LAKE MEAD BLVD STE 150,,LAS VEGAS,NV,89117,US,7023072010,7674 W ALKE MEAD BLVD STE 150 ,7674 W ALKE MEAD BLVD STE 150,,LAS VEGAS,NV,89117,US
24073,135010440,CONTINENTAL INSURANCE CO,20090217,,,,US,NH,C/O CNA FINANCIAL CORP 333 S. WABASH,C/O CNA FINANCIAL CORP,333 S. WABASH,CHICAGO,IL,60604,US,3128225000,C/O CNA FINANCIAL CORP 333 S. WABASH,C/O CNA FINANCIAL CORP,333 S. WABASH,CHICAGO,IL,60604,US
24090,840755371,CITIZENS INC,20080729,CONTINENTAL INVESTORS LIFE INC,19881222,6311,US,CO,400 EAST ANDERSON LANE ,400 EAST ANDERSON LANE,,AUSTIN,TX,78752,US,5128377100,400 EAST ANDERSON LANE ,400 EAST ANDERSON LANE,,AUSTIN,TX,78752,US
"24100,476046379,""TOUCHSTONE SECURITIES, INC."",20140324,TOUCHSTONE SECURITIES INC/OH/,20000101,,US,NE,303 BROADWAY SUITE 1100,303 BROADWAY,SUITE 1100,CINCINNATI,OH,45202,US,513-362-8255,303 BROADWAY SUITE 1100,303 BROADWAY,SUITE 1100,CINCINNATI,OH,45202,US"
24104,362274391,CONTINENTAL MATERIALS CORP,20080630,CONTINENTAL URANIUM INC,19660830,3270,US,DE,225 WEST WACKER SUITE 1800,225 WEST WACKER,SUITE 1800,CHICAGO,IL,60606,US,3126617200,225 WEST WACKER SUITE 1800,225 WEST WACKER,SUITE 1800,CHICAGO,IL,60606,US
24148,42523977,CONTINENTAL REAL ESTATE PARTNERS LTD,20131120,,,6512,US,MA,WOOD RIDGE RD ,WOOD RIDGE RD,,GLEN ARBOR,MI,49636,US,6163345000,P O BOX 947 ,P O BOX 947,,TRAVERSE CITY,MI,49685-0947,US
24179,0,CONTINENTAL STOCK TRANSFER & TRUST CO /TA,20090330,,,,,,17 BATTERY PLACE ,17 BATTERY PLACE,,NEW YORK,NY,10004,US,2125094000, ,,,,,,
24238,0,FIDELITY CONTRAFUND,20130319,FIDELITY CONTRAFUND INC,19850618,,US,MA,245 SUMMER STREET ,245 SUMMER STREET,,BOSTON,MA,2210,US,617-563-7000,245 SUMMER STREET ,245 SUMMER STREET,,BOSTON,MA,2210,US
24240,741646336,CONTRAN CORP,20130722,,,6141,,,5430 LBJ FRWY SUITE 1700,5430 LBJ FRWY,SUITE 1700,DALLAS,TX,75240,US,9724504228,5430 LBJ FRWY SUITE 1700,5430 LBJ FRWY,SUITE 1700,DALLAS,TX,75240,US
24386,233082822,COOKE & BIELER LP,20090203,COOKE & BIELER INC,19920929,,US,PA,1700 MARKET ST SUITE 3222,1700 MARKET ST,SUITE 3222,PHILADELPHIA,PA,19103,US,215 246 2052,1700 MARKET ST SUITE 3222,1700 MARKET ST,SUITE 3222,PHILADELPHIA,PA,19103,US
24461,562115424,COOPER INVESTMENT COMPANY,20090313,COOPER INVESTMENT CO INC                                /BD,20020604,,US,NC,113-B MARINE BLVD NORTH ,113-B MARINE BLVD NORTH,,JACKSONVILLE,NC,28540,US,(910) 455-37,P.O. BOX 640 ,P.O. BOX 640,,JACKSONVILLE,NC,28541-0640,US
24491,344297750,COOPER TIRE & RUBBER CO,20080620,,,3011,US,DE,LIMA & WESTERN AVENUES ,LIMA & WESTERN AVENUES,,FINDLAY,OH,45840,US,4194231321, ,,,,,,
"24545,840178360,MOLSON COORS BREWING CO,20100219,COORS ADOLPH CO,19920703,2082,US,DE,""1225 17TH STREET, SUITE 3200 "",""1225 17TH STREET, SUITE 3200"",,DENVER,CO,80123,US,303-927-2312,""1225 17TH STREET, SUITE 3200 "",""1225 17TH STREET, SUITE 3200"",,DENVER,CO,80202,US"
24581,841493157,PREFERRED FINANCIAL RESOURCES INC,20130918,COPPER CORP,20000101,6770,US,CO,2316 HARDIN RIDGE DRIVE ,2316 HARDIN RIDGE DRIVE,,HENDERSON,NV,89052,US,(702) 221-87,2316 HARDIN RIDGE DRIVE ,2316 HARDIN RIDGE DRIVE,,HENDERSON,NV,89052,US
"24634,521037969,""CORBY CAPITAL MARKETS, INC."",20090410,""CORBY NORTH BRIDGE SECURITIES, INCORPORATED"",20020222,,US,DE,10 HIGH ST. 2ND FLOOR,10 HIGH ST.,2ND FLOOR,BOSTON,MA,2110,US,617-482-8780,10 HIGH ST. 6TH FLOOR,10 HIGH ST.,6TH FLOOR,BOSTON,MA,2110,US"
24741,160393470,CORNING INC /NY,20080605,CORNING GLASS WORKS,19890512,3357,US,NY,ONE RIVERFRONT PLAZA ,ONE RIVERFRONT PLAZA,,CORNING,NY,14831,US,6079749000,ONE RIVERFRONT PLAZA ,ONE RIVERFRONT PLAZA,,CORNING,NY,14831,US
24751,160397420,CORNING NATURAL GAS CORP,20080625,,,4923,US,NY,330 W WILLIAM ST P O BOX 58,330 W WILLIAM ST,P O BOX 58,CORNING,NY,14830,US,6079363755,330 W WILLIAM STREET P O BOX 58,330 W WILLIAM STREET,P O BOX 58,CORNING,NY,14830,US
24819,132638166,CORPORATE BOND TRUST SERIES 5,20090226,,,,US,DE,PAINEWEBBER INC UNIT TRUST 1200 HARBOR BLVD 4TH FL,PAINEWEBBER INC UNIT TRUST,1200 HARBOR BLVD 4TH FL,WEEHAWKEN,NJ,7087,US,2019026803,PAINEWEBBER UNIT TRUST DEPT 1200 HARBOR BLVD 4TH FL,PAINEWEBBER UNIT TRUST DEPT,1200 HARBOR BLVD 4TH FL,WEEHAWKEN,NJ,7087,US
"24924,136061925,VOYA CORPORATE LEADERS TRUST,20140428,ING CORPORATE LEADERS TRUST,20020205,,US,NY,""7337 E. DOUBLETREE RANCH ROAD, STE 100 "",""7337 E. DOUBLETREE RANCH ROAD, STE 100"",,SCOTTSDALE,AZ,85258,US,800-992-0180,""7337 E. DOUBLETREE RANCH ROAD, STE 100 "",""7337 E. DOUBLETREE RANCH ROAD, STE 100"",,SCOTTSDALE,AZ,85258,US"
24936,0,CORPORATE SECURITIES TRUST INTERMEDIATE TERM DEBT SERIES 1,20090206,,,,,,388 GREENWICH ST 23RD FL ,388 GREENWICH ST 23RD FL,,NEW YORK,NY,10013,US,2128166047,388 GREENWICH ST 23RD FLOOR,388 GREENWICH ST,23RD FLOOR,NEW YORK,NY,10013,US
"25065,910881629,""COSSE' INTERNATIONAL SECURITIES, INC."",20090122,COSSE INTERNATIONAL SECURITIES INC                      /BD,20020205,,US,WA,1301 5TH AVENUE #3024 ,1301 5TH AVENUE #3024,,SEATTLE,WA,98101,US,206-624-6651,1301 5TH AVENUE #3024 ,1301 5TH AVENUE #3024,,SEATTLE,WA,98101,US"
25142,840461159,COUGHLIN & COMPANY INC.,20091125,COUGHLIN & CO INC                                       /BD,20000101,,US,CO,140 E. 19TH AVENUE - SUITE 700 ,140 E. 19TH AVENUE - SUITE 700,,DENVER,CO,80203-0135,US,303-863-1900,140 E. 19TH AVENUE - SUITE 700 ,140 E. 19TH AVENUE - SUITE 700,,DENVER,CO,80203-0135,US
"25176,376055336,COUNTRY CAPITAL MANAGEMENT COMPANY,20140320,COUNTRY CAPITAL MANAGEMENT CO                           /BD,20020212,,US,IL,""1705 TOWANDA AVENUE, SECOND FLOOR "",""1705 TOWANDA AVENUE, SECOND FLOOR"",,BLOOMINGTON,IL,61701,US,309-821-4553,P.O. BOX 2222 ,P.O. BOX 2222,,BLOOMINGTON,IL,61702-2222,US"
25191,132641992,COUNTRYWIDE FINANCIAL CORP,20080602,COUNTRYWIDE CREDIT INDUSTRIES INC,19920703,6035,US,DE,4500 PARK GRANADA BLVD ,4500 PARK GRANADA BLVD,,CALABASAS,CA,91302,US,8182253000,4500 PARK GRANADA BLVD ,4500 PARK GRANADA BLVD,,CALABASAS,CA,91302,US
25212,42502514,COURIER CORP,20110721,COURIER CORP,19920703,2732,US,MA,15 WELLMAN AVENUE ,15 WELLMAN AVENUE,,NORTH CHELMSFORD,MA,1863,US,978-251-6000,15 WELLMAN AVENUE ,15 WELLMAN AVENUE,,NORTH CHELMSFORD,MA,1863,US
25232,580869052,COUSINS PROPERTIES INC,20110228,,,6798,US,GA,191 PEACHTREE STREET N.E. SUITE 500,191 PEACHTREE STREET N.E.,SUITE 500,ATLANTA,GA,30303-1740,US,404-407-1000,191 PEACHTREE STREET N.E. SUITE 500,191 PEACHTREE STREET N.E.,SUITE 500,ATLANTA,GA,30303-1740,US
25354,431256674,CPI CORP,20080604,,,7200,US,DE,1706 WASHINGTON AVE ,1706 WASHINGTON AVE,,ST LOUIS,MO,63103-1790,US,3142311575,1706 WASHINGTON AVE ,1706 WASHINGTON AVE,,ST LOUIS,MO,63103,US
"25408,540294670,""SCOTT & STRINGFELLOW, LLC"",20130327,""SCOTT & STRINGFELLOW, INC."",20090105,,US,VA,""901 E. BYRD STREET RIVERFRONT PLAZA, WEST TOWER"",901 E. BYRD STREET,""RIVERFRONT PLAZA, WEST TOWER"",RICHMOND,VA,23219-3310,US,(804) 782-88,""901 E. BYRD STREET RIVERFRONT PLAZA, WEST TOWER"",901 E. BYRD STREET,""RIVERFRONT PLAZA, WEST TOWER"",RICHMOND,VA,23219-3310,US"
25445,131952290,CRANE CO /DE/,20080630,,,3490,US,DE,CRANE CO. 100 FIRST STAMFORD PLACE,CRANE CO.,100 FIRST STAMFORD PLACE,STAMFORD,CT,6902,US,203-363-7300,CRANE CO. 100 FIRST STAMFORD PLACE,CRANE CO.,100 FIRST STAMFORD PLACE,STAMFORD,CT,6902,US
"25475,580506554,CRAWFORD & CO,20080804,,,6411,US,GA,""1001SUMMIT BLVD, NE "",""1001SUMMIT BLVD, NE"",,ATLANTA,GA,30319,US,4042560830,""1001 SUMMIT BLVD, NE "",""1001 SUMMIT BLVD, NE"",,ATLANTA,GA,30319,US"
25500,0,CRAWFORD STORES INC,20090924,,,5411,US,CA,1100 WEST ARTESIA BLVD ,1100 WEST ARTESIA BLVD,,COMPTON,CA,90220,US,3108849000, ,,,,,,
"25551,132559891,""CREATIVE INVESTOR SERVICES, INC."",20090325,CREATIVE INVESTOR SERVICES INC                          /BD,20000101,,US,NY,4 BURRITTS LANDING ,4 BURRITTS LANDING,,WESTPORT,CT,6880,US,(203) 227-48,4 BURRITTS LANDING ,4 BURRITTS LANDING,,WESTPORT,CT,6880,US"
25598,350416090,AMERICAN GENERAL FINANCE CORP,20120320,AMERICAN GENERAL FINANCE CORP,19920703,6141,US,IN,601 NW SECOND ST ,601 NW SECOND ST,,EVANSVILLE,IN,47708,US,8124248031,601 NW SECOND ST ,601 NW SECOND ST,,EVANSVILLE,IN,47708,US
25600,351313922,SPRINGLEAF FINANCE INC,20110317,AMERICAN GENERAL FINANCE INC,19920703,6141,US,IN,601 NW SECOND ST ,601 NW SECOND ST,,EVANSVILLE,IN,47708,US,8124248031,601 NW SECOND STREET ,601 NW SECOND STREET,,EVANSVILLE,IN,47708,US
25728,941347393,WELLS FARGO BANK NA                                     /TA,20090318,CROCKER NATIONAL BANK,19880923,,,,ONE MONTGOMERY ST ,ONE MONTGOMERY ST,,SAN FRANCISCO,CA,94104,US,4159833135, ,,,,,,
