IDRSSD,FDIC Certificate Number,OCC Charter Number,OTS Docket Number,Primary ABA Routing Number,Financial Institution Name,Financial Institution Name Cleaned,Financial Institution Address,Financial Institution City,Financial Institution State,Financial Institution Zip Code,Financial Institution Zip Code 5,Financial Institution Filing Type,Last Date/Time Submission Updated On
332055,4738,0,0,101100854,FIRST BANK OF NEWTON,FIRST BANK OF NEWTON,128 EAST BROADWAY ,NEWTON,KS,67114,67114,41,2014-10-30T15:41:19
332224,12266,0,13322,53100452,MECHANICS & FARMERS BANK,MECHANICS AND FARMERS BANK,116 WEST PARRISH STREET ,DURHAM,NC,27701,27701,41,2014-10-28T14:36:41
332345,11300,0,0,81914995,OAKDALE STATE BANK,OAKDALE STATE BANK,86 NORTH WEIGH STREET ,OAKDALE,IL,62268,62268,41,2014-10-24T13:47:53
332402,90270,0,13264,211371243,RANDOLPH SAVINGS BANK,RANDOLPH SAVINGS BANK,129 N MAIN STR ,RANDOLPH,MA,2368,2368,41,2014-10-30T13:38:03
332671,30434,0,5332,253171003,"MORGANTON SAVINGS BANK, S.S.B.","MORGANTON SAVINGS BANK, S.S.B.",100 SOUTH KING STREET ,MORGANTON,NC,28655,28655,41,2014-10-13T12:10:04
332756,9812,0,0,104911671,ADAMS STATE BANK,ADAMS STATE BANK,649 MAIN ,ADAMS,NE,68301,68301,41,2014-10-07T14:48:34
333034,872,0,0,61210237,STATE BANK OF COCHRAN,STATE BANK OF COCHRAN,112 EAST BEECH STREET ,COCHRAN,GA,31014,31014,41,2014-10-23T07:51:18
333052,5090,8756,0,91204899,"FIRST NATIONAL BANK OF BATTLE LAKE, THE",FIRST NATIONAL BANK OF BATTLE LAKE,101 LAKE AVENUE SOUTH ,BATTLE LAKE,MN,56515,56515,41,2014-10-30T16:47:15
333203,14158,0,0,11601100,UNION BANK,UNION BANK,20 LOWER MAIN STREET ,MORRISVILLE,VT,5661,5661,41,2014-10-21T14:22:04
333650,26522,0,0,101105969,"BANK, THE",BANK,205 SOUTH PENN AVENUE ,OBERLIN,KS,67749,67749,41,2014-10-09T09:13:17
333856,3230,0,0,111906996,GRANDVIEW BANK,GRANDVIEW BANK,105 EAST CRINER STREET ,GRANDVIEW,TX,76050,76050,41,2014-10-27T15:23:53
333940,3826,11754,0,81918182,"FIRST NATIONAL BANK OF OKAWVILLE, THE",FIRST NATIONAL BANK OF OKAWVILLE,203 EAST WALNUT STREET ,OKAWVILLE,IL,62271,62271,41,2014-10-21T11:48:00
334264,22964,16809,0,114908289,"FIRST COMMUNITY BANK, NATIONAL ASSOCIATION","FIRST COMMUNITY BANK, NATIONAL ASSOCIATION",1151 W HWY 77 ,SAN BENITO,TX,785864376,78586,41,2014-10-29T15:27:14
334648,17302,0,0,73918844,TITONKA SAVINGS BANK,TITONKA SAVINGS BANK,173 MAIN STREET NORTH ,TITONKA,IA,504800309,50480,41,2014-10-29T16:05:20
334657,1599,0,0,91903860,FARMERS AND MERCHANTS STATE BANK OF BLOOMING PRAIRIE,FARMERS AND MERCHANTS STATE BANK OF BLOOMING PRAIRIE,245 EAST MAIN ST. ,BLOOMING PRAIRIE,MN,55917,55917,41,2014-10-27T15:39:25
335346,15729,14429,0,84100654,HELENA NATIONAL BANK,HELENA NATIONAL BANK,302 CHERRY STREET ,HELENA,AR,72342,72342,41,2014-10-15T18:46:40
335355,34468,0,0,104903595,TWO RIVERS STATE BANK,TWO RIVERS STATE BANK,555 SOUTH 19TH STREET ,BLAIR,NE,680080550,68008,41,2014-10-28T12:57:57
335757,16205,0,0,101104151,"STATE BANK OF OSKALOOSA, THE",STATE BANK OF OSKALOOSA,518 LIBERTY STREET ,OSKALOOSA,KS,66066,66066,41,2014-10-23T15:23:04
336147,15249,0,0,83905685,UNITED CITIZENS BANK & TRUST COMPANY,UNITED CITIZENS BANK AND TRUST COMPANY,8198 MAIN STREET ,CAMPBELLSBURG,KY,40011,40011,41,2014-10-27T11:21:49
336361,27043,0,0,111917309,SANGER BANK,SANGER BANK,501 NORTH STEMMONS ,SANGER,TX,76266,76266,41,2014-10-22T15:28:10
336576,28614,0,1954,275071259,"EQUITABLE BANK, STATE SAVINGS BANK, THE","EQUITABLE BANK, STATE SAVINGS BANK",2290 NORTH MAYFAIR ROAD ,WAUWATOSA,WI,53226,53226,41,2014-10-29T16:10:54
336950,1436,0,0,104104983,ASHTON STATE BANK,ASHTON STATE BANK,295 CENTER AVENUE ,ASHTON,NE,68817,68817,41,2014-10-28T11:27:51
337247,9104,0,0,73907664,AMERICAN SAVINGS BANK,AMERICAN SAVINGS BANK,312 SOUTH MAIN STREET ,TRIPOLI,IA,506760909,50676,41,2014-10-21T20:43:40
337340,21721,0,0,71924131,HERITAGE BANK OF SCHAUMBURG,HERITAGE BANK OF SCHAUMBURG,1535 WEST SCHAUMBURG ROAD ,SCHAUMBURG,IL,60194,60194,41,2014-10-29T15:05:48
338178,26511,0,0,211370833,MELROSE CO-OPERATIVE BANK,MELROSE CO-OPERATIVE BANK,638 MAIN STREET ,MELROSE,MA,2176,2176,41,2014-10-17T14:05:56
338646,14662,0,0,81204142,TRUSTBANK,TRUSTBANK,600 EAST MAIN STREET ,OLNEY,IL,62450,62450,41,2014-10-06T09:28:42
338851,10987,0,0,91911409,CAMBRIDGE STATE BANK,CAMBRIDGE STATE BANK,127 S. MAIN ,CAMBRIDGE,MN,55008,55008,41,2014-10-20T13:10:35
338945,11706,0,0,71109037,1ST COMMUNITY BANK,1ST COMMUNITY BANK,407 3RD STREET ,SHERRARD,IL,61281,61281,41,2014-10-21T17:07:04
339054,16495,0,0,111322318,GRUVER STATE BANK,GRUVER STATE BANK,3 MAIN PLAZA ,GRUVER,TX,79040,79040,41,2014-10-15T09:10:30
339072,31361,706809,6809,311972238,"COLONIAL SAVINGS, FA","COLONIAL SAVINGS, FA",2600 WEST FREEWAY ,FORT WORTH,TX,76102,76102,41,2014-10-30T17:28:37
339353,5107,0,0,91202736,FIRST SECURITY BANK - CANBY,FIRST SECURITY BANK - CANBY,102 SAINT OLAF AVENUE NORTH ,CANBY,MN,56220,56220,41,2014-10-21T15:53:56
339456,24353,0,0,114911807,FIRST COMMUNITY BANK,FIRST COMMUNITY BANK,416 NORTH WATER STREET ,CORPUS CHRISTI,TX,78401,78401,41,2014-10-29T14:59:52
339607,17743,0,10992,211272630,SACO & BIDDEFORD SAVINGS INSTITUTION,SACO AND BIDDEFORD SAVINGS INSTITUTION,252 MAIN STREET ,SACO,ME,4072,4072,41,2014-10-28T13:00:19
339773,26483,0,12669,211373539,NEEDHAM BANK,NEEDHAM BANK,1063 GREAT PLAIN AVE ,NEEDHAM,MA,2492,2492,41,2014-10-30T16:01:17
339858,4214,13679,0,103900036,"BOKF, NATIONAL ASSOCIATION","BOKF, NATIONAL ASSOCIATION",ONE WILLIAMS CENTER ,TULSA,OK,74172,74172,31,2014-10-29T15:42:32
339876,29646,703816,3816,284272609,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION,111 WEST COMMERCE STREET ,ABERDEEN,MS,39730,39730,41,2014-10-24T12:28:53
339951,19631,0,0,101001351,VALLEY VIEW STATE BANK,VALLEY VIEW STATE BANK,7500 WEST 95TH STREET ,OVERLAND PARK,KS,66212,66212,41,2014-10-20T13:44:51
340135,21573,0,11347,64202705,BANK OF TENNESSEE,BANK OF TENNESSEE,301 EAST CENTER STREET ,KINGSPORT,TN,37660,37660,41,2014-11-04T10:47:32
340144,18569,0,0,75911616,PEOPLES STATE BANK,PEOPLES STATE BANK,1905 WEST STEWART AVENUE ,WAUSAU,WI,54401,54401,41,2014-10-28T11:25:07
340256,9751,0,0,91913685,21ST CENTURY BANK,21ST CENTURY BANK,699 NORTH MEDINA STREET ,LORETTO,MN,55357,55357,41,2014-10-24T11:56:17
340443,13813,13975,0,81905344,FIRST NATIONAL BANK IN PINCKNEYVILLE,FIRST NATIONAL BANK IN PINCKNEYVILLE,210 SOUTH MAIN STREET ,PINCKNEYVILLE,IL,62274,62274,41,2014-10-14T10:45:16
340649,26720,0,0,73920706,CITIZENS STATE BANK,CITIZENS STATE BANK,130 NORTH 29TH STREET ,FORT DODGE,IA,505010934,50501,41,2014-10-14T16:01:00
340742,11729,0,0,71122933,CIBM BANK,CIBM BANK,2913 WEST KIRBY AVENUE ,CHAMPAIGN,IL,61821,61821,41,2014-10-29T09:24:31
340751,3067,3248,0,111306198,FIRST NATIONAL BANK OF ALBANY/BRECKENRIDGE,FIRST NATIONAL BANK OF ALBANY/BRECKENRIDGE,100 SOUTH MAIN STREET ,ALBANY,TX,76430,76430,41,2014-10-24T10:12:45
341310,15987,718043,18043,221971316,WALDEN SAVINGS BANK,WALDEN SAVINGS BANK,15 SCOTT'S CORNER DRIVE ,MONTGOMERY,NY,12549,12549,41,2014-10-30T09:51:00
342054,18841,0,0,81501049,PHELPS COUNTY BANK,PHELPS COUNTY BANK,718 NORTH PINE STREET ,ROLLA,MO,65401,65401,41,2014-10-30T12:06:03
342175,29663,0,0,253170062,"ASHEVILLE SAVINGS BANK, SSB","ASHEVILLE SAVINGS BANK, SSB",11 CHURCH STREET ,ASHEVILLE,NC,28801,28801,41,2014-10-30T14:23:23
342362,5529,5628,0,113106833,"FIRST NATIONAL BANK OF SHINER, THE",FIRST NATIONAL BANK OF SHINER,103 WEST 7TH STREET ,SHINER,TX,77984,77984,41,2014-10-28T16:01:27
342410,713,0,0,31315036,ORRSTOWN BANK,ORRSTOWN BANK,77 EAST KING STREET ,SHIPPENSBURG,PA,17257,17257,41,2014-11-13T10:21:29
342634,4988,10523,15770,65300279,TRUSTMARK NATIONAL BANK,TRUSTMARK NATIONAL BANK,248 E. CAPITOL STREET ,JACKSON,MS,39201,39201,41,2014-10-30T14:58:47
343051,4094,0,0,103103338,BANK OF EUFAULA,BANK OF EUFAULA,102 NORTH MAIN STREET ,EUFAULA,OK,74432,74432,41,2014-10-23T14:44:48
343248,4494,4155,0,73907855,"FIRST NATIONAL BANK OF PRIMGHAR, THE",FIRST NATIONAL BANK OF PRIMGHAR,180 SOUTH HAYES AVENUE ,PRIMGHAR,IA,512450068,51245,41,2014-10-21T11:46:38
343257,10208,0,0,91213084,UNITED SOUTHWEST BANK,UNITED SOUTHWEST BANK,111 WEST MAIN STREET ,COTTONWOOD,MN,56229,56229,41,2014-10-15T14:52:04
343378,30526,0,5497,281572878,MISSISSIPPI COUNTY SAVINGS AND LOAN ASSOCIATION,MISSISSIPPI COUNTY SAVINGS AND LOAN ASSOCIATION,501 SOUTH MAIN STREET ,CHARLESTON,MO,63834,63834,41,2014-10-23T12:44:33
343770,29677,0,3872,281971301,NASHVILLE SAVINGS BANK,NASHVILLE SAVINGS BANK,209 EAST LEBANON ,NASHVILLE,IL,622631813,62263,41,2014-10-21T16:53:46
343903,90140,0,12033,211871523,ADAMS COMMUNITY BANK,ADAMS COMMUNITY BANK,2 CENTER STREET ,ADAMS,MA,1220,1220,41,2014-10-21T13:06:02
343958,8833,0,0,91215985,CURRIE STATE BANK,CURRIE STATE BANK,141 MILL STREET ,CURRIE,MN,56123,56123,41,2014-10-29T16:00:46
344647,16501,14564,0,81200586,"FIRST BANKERS TRUST COMPANY, NATIONAL ASSOCIATION","FIRST BANKERS TRUST COMPANY, NATIONAL ASSOCIATION",1201 BROADWAY ,QUINCY,IL,62301,62301,41,2014-10-16T16:00:32
344816,12165,0,0,42102898,"CITIZENS DEPOSIT BANK & TRUST, INC.","CITIZENS DEPOSIT BANK AND TRUST, INC.",SECOND & MAIN STREET ,VANCEBURG,KY,41179,41179,41,2014-11-13T14:48:55
344852,1413,0,0,91911302,FARMERS STATE BANK OF DARWIN,FARMERS STATE BANK OF DARWIN,318 1ST STREET NORTH ,DARWIN,MN,55324,55324,41,2014-10-29T14:19:32
345309,18238,0,8593,211173357,CHELSEA GROTON BANK,CHELSEA GROTON BANK,1 FRANKLIN SQUARE ,NORWICH,CT,6360,6360,41,2014-10-30T11:45:03
345345,5800,22286,0,73906131,"AMERICAN BANK, NATIONAL ASSOCIATION","AMERICAN BANK, NATIONAL ASSOCIATION",234 5TH AVENUE SW ,LE MARS,IA,51031,51031,41,2014-10-14T15:11:48
345747,1833,0,0,74908138,STATE BANK OF LIZTON,STATE BANK OF LIZTON,206 NORTH STATE STREET ,LIZTON,IN,46149,46149,41,2014-10-28T11:10:03
345756,12219,0,0,81000993,"FIRST STATE BANK OF ST. CHARLES, MISSOURI","FIRST STATE BANK OF ST. CHARLES, MISSOURI",206 NORTH FIFTH STREET ,SAINT CHARLES,MO,63301,63301,41,2014-10-30T18:19:19
345877,29700,703912,3912,311170250,BANK OF RUSTON,BANK OF RUSTON,505 NORTH VIENNA STREET ,RUSTON,LA,712703813,71270,41,2014-10-30T12:07:19
346379,29705,703920,3920,241270233,FIRST FEDERAL COMMUNITY BANK OF BUCYRUS,FIRST FEDERAL COMMUNITY BANK OF BUCYRUS,119 S SANDUSKY AVE ,BUCYRUS,OH,44820,44820,41,2014-10-30T09:52:44
346566,24902,18063,0,114912479,FIRST NATIONAL BANK OF SOUTH PADRE ISLAND,FIRST NATIONAL BANK OF SOUTH PADRE ISLAND,709 PADRE BLVD. ,SOUTH PADRE ISLAND,TX,785976612,78597,41,2014-10-16T16:39:52
346771,28445,701611,1611,271170390,FIRST FEDERAL SAVINGS BANK OF CHAMPAIGN URBANA,FIRST FEDERAL SAVINGS BANK OF CHAMPAIGN URBANA,1311 SOUTH NEIL ,CHAMPAIGN,IL,61820,61820,41,2014-10-29T14:36:32
347022,2107,10680,15676,53203210,FIRST NATIONAL BANK OF SOUTH CAROLINA,FIRST NATIONAL BANK OF SOUTH CAROLINA,801 GILWAY & INDUSTRIAL ROAD ,HOLLY HILL,SC,29059,29059,41,2014-10-29T14:53:10
347639,16249,0,0,71004271,DEVON BANK,DEVON BANK,6445 NORTH WESTERN AVENUE ,CHICAGO,IL,60645,60645,41,2014-10-29T17:02:48
347956,23737,17174,0,103902717,VALLEY NATIONAL BANK,VALLEY NATIONAL BANK,4812 EAST 81ST STREET ,TULSA,OK,74137,74137,41,2014-10-29T11:20:47
348159,8595,0,0,104913019,BANK OF BENNINGTON,BANK OF BENNINGTON,12212 NORTH 156 STREET ,BENNINGTON,NE,68007,68007,41,2014-10-23T15:35:50
348207,23901,0,11885,211371764,BELMONT SAVINGS BANK,BELMONT SAVINGS BANK,2 LEONARD STREET ,BELMONT,MA,2478,2478,41,2014-10-24T15:21:51
348542,15231,0,0,75907073,WALWORTH STATE BANK,WALWORTH STATE BANK,105 STATE ROAD 67 ,WALWORTH,WI,53184,53184,41,2014-10-30T09:19:30
348551,16803,0,0,101101141,CAPITAL CITY BANK,CAPITAL CITY BANK,3710 SOUTHWEST TOPEKA AVENUE ,TOPEKA,KS,66609,66609,41,2014-10-30T17:30:57
348720,2036,0,10327,53103640,FARMERS AND MERCHANTS BANK,FARMERS AND MERCHANTS BANK,138 N SALISBURY AVE ,GRANITE QUARRY,NC,28072,28072,41,2014-10-17T16:09:00
348748,9290,0,0,74906428,FARMERS STATE BANK,FARMERS STATE BANK,102 EAST MAIN STREET ,MENTONE,IN,46539,46539,41,2014-10-27T14:32:17
349129,14642,0,16893,53206961,"COMMERCIAL BANK, THE",COMMERCIAL BANK,4 CHURCH STREET ,HONEA PATH,SC,29654,29654,41,2014-10-30T10:04:28
349343,10460,0,0,81200573,TOWN AND COUNTRY BANK MIDWEST,TOWN AND COUNTRY BANK MIDWEST,524 NORTH 30TH STREET ,QUINCY,IL,62301,62301,41,2014-10-28T17:02:45
349370,28454,0,0,325170628,ANCHOR BANK,ANCHOR BANK,120 NORTH BROADWAY STREET ,ABERDEEN,WA,98520,98520,41,2014-10-27T14:13:13
350572,31249,0,0,291971320,1ST UNITED BANK,1ST UNITED BANK,430 N.W. FOURTH ST. ,FARIBAULT,MN,55021,55021,41,2014-10-31T10:45:17
350657,4122,10002,0,103104641,FIRST NATIONAL BANK IN HOMINY,FIRST NATIONAL BANK IN HOMINY,117 NORTH PRICE AVE ,HOMINY,OK,74035,74035,41,2014-10-18T11:48:30
350750,18710,0,0,107005076,NORTH VALLEY BANK,NORTH VALLEY BANK,9001 NORTH WASHINGTON ,THORNTON,CO,80229,80229,41,2014-10-31T14:04:23
351131,5605,0,0,62101455,BANK OF BREWTON,BANK OF BREWTON,103 BELLEVILLE AVENUE ,BREWTON,AL,36426,36426,41,2014-10-09T13:50:01
351560,23864,0,0,121138958,SUMMIT BANK,SUMMIT BANK,2969 BROADWAY ,OAKLAND,CA,94611,94611,41,2014-10-24T19:38:07
351850,4219,0,0,103101165,FIRST BANK & TRUST COMPANY,FIRST BANK AND TRUST COMPANY,111 SOUTH CASAVER AVENUE ,WAGONER,OK,74467,74467,41,2014-10-28T10:34:59
351878,29743,703995,3995,211273794,AROOSTOOK COUNTY FEDERAL SAVINGS & LOAN ASSOCIATION,AROOSTOOK COUNTY FEDERAL SAVINGS AND LOAN ASSOCIATION,43 HIGH STREET ,CARIBOU,ME,4736,4736,41,2014-10-30T20:01:49
352035,22370,0,0,71002286,DELAWARE PLACE BANK,DELAWARE PLACE BANK,190 EAST DELAWARE PLACE ,CHICAGO,IL,60611,60611,41,2014-10-28T17:16:05
352370,29749,704013,4013,242272285,SOUTHERN HILLS COMMUNITY BANK,SOUTHERN HILLS COMMUNITY BANK,45 EAST MAIN ST ,LEESBURG,OH,45135,45135,41,2014-10-30T15:25:19
352651,25328,0,0,111308442,BANK OF COMMERCE,BANK OF COMMERCE,201 NORTH MAIN ,MCLEAN,TX,79057,79057,41,2014-10-29T13:09:04
352745,14857,0,0,81200528,STATE STREET BANK AND TRUST COMPANY,STATE STREET BANK AND TRUST COMPANY,801 STATE STREET ,QUINCY,IL,62301,62301,41,2014-10-27T11:24:17
352772,28489,0,0,323371076,BANNER BANK,BANNER BANK,1 EAST ALDER STREET ,WALLA WALLA,WA,99362,99362,41,2014-10-30T18:35:05
352820,13017,0,9635,51503491,"BANK OF MOUNT HOPE, INC.","BANK OF MOUNT HOPE, INC.",602 MAIN STREET ,MOUNT HOPE,WV,25880,25880,41,2014-10-15T10:30:10
353238,72,0,9282,62204569,CENTRAL STATE BANK,CENTRAL STATE BANK,11025 HIGHWAY 25 ,CALERA,AL,35040,35040,41,2014-11-12T17:03:13
353546,3749,13579,0,71109435,"FIRST NATIONAL BANK IN TREMONT, THE",FIRST NATIONAL BANK IN TREMONT,134 SOUTH SAMPSON STREET ,TREMONT,IL,61568,61568,41,2014-10-27T17:06:33
353555,14531,14206,0,111300958,AMARILLO NATIONAL BANK,AMARILLO NATIONAL BANK,410 SOUTH TAYLOR STREET ,AMARILLO,TX,79101,79101,41,2014-10-29T18:18:56
353724,6128,0,15420,51403588,"BANK OF FINCASTLE, THE",BANK OF FINCASTLE,17 SOUTH ROANOKE STREET ,FINCASTLE,VA,24090,24090,41,2014-10-29T09:57:45
353957,4222,12094,0,103101738,"FIRST FARMERS NATIONAL BANK OF WAURIKA, THE",FIRST FARMERS NATIONAL BANK OF WAURIKA,319 EAST D AVENUE ,WAURIKA,OK,73573,73573,41,2014-10-27T21:49:01
354057,18282,14905,0,113123654,FIRST NATIONAL BANK OF ALVIN,FIRST NATIONAL BANK OF ALVIN,1600 EAST HIGHWAY 6 ,ALVIN,TX,77511,77511,41,2014-11-05T17:49:11
354253,15847,0,0,91408394,SUNRISE BANK DAKOTA,SUNRISE BANK DAKOTA,201 SOUTH MAIN ,ONIDA,SD,57564,57564,41,2014-10-17T17:22:34
354310,7759,0,0,31913438,UNIVEST BANK AND TRUST CO.,UNIVEST BANK AND TRUST CO.,10 WEST BROAD STREET ,SOUDERTON,PA,18964,18964,41,2014-10-29T12:35:00
354552,25665,18394,0,101104504,COMMUNITY NATIONAL BANK,COMMUNITY NATIONAL BANK,210 MAIN STREET ,SENECA,KS,66538,66538,41,2014-10-27T10:19:43
354851,13551,0,0,103108757,"STATE EXCHANGE BANK, THE",STATE EXCHANGE BANK,1280 MAIN STREET ,LAMONT,OK,74643,74643,41,2014-10-06T16:23:50
355120,16723,0,0,53207216,CAROLINA BANK & TRUST COMPANY,CAROLINA BANK AND TRUST COMPANY,112 MAIN STREET ,LAMAR,SC,29069,29069,41,2014-10-29T15:30:16
355559,5072,3717,0,91101950,"RANGE BANK, NATIONAL ASSOCIATION","RANGE BANK, NATIONAL ASSOCIATION",100 NORTH FRONT STREET ,MARQUETTE,MI,49855,49855,41,2014-10-28T16:17:11
355737,10874,0,0,71114093,LAURA STATE BANK,LAURA STATE BANK,206 LIONS DRIVE ,WILLIAMSFIELD,IL,61489,61489,41,2014-10-24T18:20:21
355821,16993,0,0,51402835,BANK OF FLOYD,BANK OF FLOYD,101 JACKSONVILLE CIRCLE ,FLOYD,VA,24091,24091,41,2014-10-21T14:14:32
355858,14712,14252,0,91400525,FIRST NATIONAL BANK,FIRST NATIONAL BANK,307 EAST HUSTAN AVENUE ,FORT PIERRE,SD,57532,57532,41,2014-10-28T09:16:21
356239,10474,0,0,71108106,CITIZENS STATE BANK,CITIZENS STATE BANK,102 WEST MAIN STREET ,LENA,IL,61048,61048,41,2014-10-28T16:35:25
356659,4773,0,0,101103974,SOLOMON STATE BANK,SOLOMON STATE BANK,126 WEST MAIN STREET ,SOLOMON,KS,67480,67480,41,2014-10-23T12:23:10
356752,8183,0,0,91103505,"CITIZENS STATE BANK OF ONTONAGON, THE",CITIZENS STATE BANK OF ONTONAGON,501 RIVER STREET ,ONTONAGON,MI,49953,49953,41,2014-10-20T08:57:55
357049,4546,7853,0,81507425,FIRST NATIONAL BANK,FIRST NATIONAL BANK,117 NORTH HIGHWAY 5 ,CAMDENTON,MO,65020,65020,41,2014-10-20T18:17:34
357151,10916,0,0,101110488,STANLEY BANK,STANLEY BANK,7835 WEST 151ST STREET ,OVERLAND PARK,KS,66223,66223,41,2014-10-10T16:32:13
357526,2453,0,0,51501134,DAVIS TRUST COMPANY,DAVIS TRUST COMPANY,DAVIS AVE AND THIRD STREET ,ELKINS,WV,26241,26241,41,2014-10-30T11:14:00
357553,3063,8752,0,102101315,FIRST PIONEER NATIONAL BANK,FIRST PIONEER NATIONAL BANK,145 WEST 4TH STREET ,WRAY,CO,80758,80758,41,2014-10-29T14:19:28
357777,30637,0,5666,243373332,GREENVILLE SAVINGS BANK,GREENVILLE SAVINGS BANK,233 MAIN STREET ,GREENVILLE,PA,16125,16125,41,2014-10-22T09:52:24
357937,1376,0,15011,65403150,CITIZENS BANK AND TRUST COMPANY,CITIZENS BANK AND TRUST COMPANY,57910 MAIN STREET ,PLAQUEMINE,LA,70764,70764,41,2014-10-30T15:11:01
358112,9310,0,0,42106331,COMMERCIAL BANK,COMMERCIAL BANK,550 MAIN STREET ,WEST LIBERTY,KY,414721008,41472,41,2014-10-22T11:29:08
358149,15369,0,0,73921132,FIRST STATE BANK,FIRST STATE BANK,123 MAIN STREET ,SIOUX RAPIDS,IA,50585,50585,41,2014-10-23T13:55:30
358233,5608,0,14631,62203641,BANK OF WEDOWEE,BANK OF WEDOWEE,111 WEST BROAD STREET ,WEDOWEE,AL,36278,36278,41,2014-10-17T17:56:06
358448,12899,0,15618,72404993,MAYVILLE STATE BANK,MAYVILLE STATE BANK,6104 FULTON STREET ,MAYVILLE,MI,487440650,48744,41,2014-10-30T15:50:25
358756,13584,0,0,101110572,TAMPA STATE BANK,TAMPA STATE BANK,326 NORTH MAIN STREET ,TAMPA,KS,67483,67483,41,2014-10-17T11:47:48
359324,10730,0,0,51405803,"PEOPLES BANK, THE",PEOPLES BANK,5499 DR. THOMAS WALKER ROAD ,ROSE HILL,VA,24281,24281,41,2014-10-29T11:21:23
359360,26435,20218,0,113125380,"FIRST COMMUNITY BANK, NATIONAL ASSOCIATION","FIRST COMMUNITY BANK, NATIONAL ASSOCIATION",3 SUGAR CREEK CENTER BLVD. SUITE 200,SUGAR LAND,TX,774783541,77478,41,2014-10-24T18:02:31
359472,31267,706639,6639,252070972,HOMEWOOD FEDERAL SAVINGS BANK,HOMEWOOD FEDERAL SAVINGS BANK,3228 EASTERN AVENUE ,BALTIMORE,MD,21224,21224,41,2014-10-29T11:35:03
359650,17652,0,0,101107093,"ALDEN STATE BANK, THE",ALDEN STATE BANK,124 NORTH BROADWAY ,STERLING,KS,67579,67579,41,2014-10-23T17:09:34
359744,8519,0,0,73910923,WHITE STATE BANK,WHITE STATE BANK,209 IVES STREET ,SOUTH ENGLISH,IA,52335,52335,41,2014-10-02T15:45:56
359838,862,0,16282,62203913,BANK OF YORK,BANK OF YORK,301 BROAD STREET ,YORK,AL,36925,36925,41,2014-10-30T16:06:55
360777,31266,0,6637,253171498,"JACKSON SAVINGS BANK, SSB","JACKSON SAVINGS BANK, SSB",741 WEST MAIN STREET ,SYLVA,NC,28779,28779,41,2014-10-07T08:54:30
360843,9641,0,0,81215597,AREA BANK,AREA BANK,225 MAIN STREET ,ROSICLARE,IL,62982,62982,41,2014-10-29T13:41:20
360955,17920,0,0,101105781,ALTA VISTA STATE BANK,ALTA VISTA STATE BANK,619 MAIN STREET ,ALTA VISTA,KS,66834,66834,41,2014-10-30T14:25:03
361055,18100,0,0,101100728,COREFIRST BANK & TRUST,COREFIRST BANK AND TRUST,3035 SOUTHWEST TOPEKA AVENUE ,TOPEKA,KS,66611,66611,41,2014-10-29T17:32:08
361167,18297,0,0,111923607,SOUTHSIDE BANK,SOUTHSIDE BANK,1201 S. BECKHAM ,TYLER,TX,757013397,75701,41,2014-10-30T10:27:42
361279,31272,0,0,284373760,COMMUNITY BANK,COMMUNITY BANK,19 NATCHEZ TRACE DRIVE ,LEXINGTON,TN,38351,38351,41,2014-10-24T11:18:11
361354,15778,0,0,103103765,GRANT COUNTY BANK,GRANT COUNTY BANK,120 SOUTH MAIN STREET ,MEDFORD,OK,73759,73759,41,2014-10-17T15:37:00
361439,22015,0,12280,64202860,ANDREW JOHNSON BANK,ANDREW JOHNSON BANK,124 NORTH MAIN STREET ,GREENEVILLE,TN,37743,37743,41,2014-10-20T13:46:41
361653,17687,0,0,112323086,COMMERCIAL STATE BANK,COMMERCIAL STATE BANK,200 SOUTH MAIN STREET ,ANDREWS,TX,79714,79714,41,2014-10-30T10:55:54
362043,16094,0,0,73909031,"EXCHANGE STATE BANK, THE",EXCHANGE STATE BANK,253 BROADWAY ,SPRINGVILLE,IA,52336,52336,41,2014-10-17T10:11:50
362155,3075,7337,0,113109131,"FIRST NATIONAL BANK OF ANDERSON, THE",FIRST NATIONAL BANK OF ANDERSON,1071 HIGHWAY 90 SOUTH ,ANDERSON,TX,778300159,77830,41,2014-10-20T12:54:45
362717,13341,0,0,41202744,"CROGHAN COLONIAL BANK, THE",CROGHAN COLONIAL BANK,323 CROGHAN ST ,FREMONT,OH,43420,43420,41,2014-10-29T14:11:00
362753,10171,0,0,91906427,AVON STATE BANK,AVON STATE BANK,104 AVON AVENUE NORTH ,AVON,MN,56310,56310,41,2014-10-21T11:36:52
362856,3320,8674,0,112304733,"BIG BEND BANKS, N.A. DBA MARFA NATIONAL BANK, THE","BIG BEND BANKS, NATIONAL ASSOCIATION DBA MARFA NATIONAL BANK",301 SOUTH HIGHLAND AVENUE ,MARFA,TX,79843,79843,41,2014-10-30T16:58:15
362940,5730,0,0,81916058,STATE BANK OF ST. JACOB,STATE BANK OF ST. JACOB,102 WEST FOURTH STREET ,SAINT JACOB,IL,62281,62281,41,2014-10-29T13:15:46
363442,12086,0,0,81215649,SAINTE MARIE STATE BANK,SAINTE MARIE STATE BANK,103 NORTH MAIN STREET ,SAINTE MARIE,IL,62459,62459,41,2014-10-14T16:12:06
